document_id,variant_id,document_type,template,quality_condition,quality_group,file_format,extraction_method,success,expected_document_type,predicted_document_type,classification_correct,classification_uncertain,critical_field_accuracy,visible_field_accuracy,complete_record_correct,line_item_f1,cer,wer,structured_confidence,confidence_label,warning_count,warning_codes,processing_time_seconds,has_actual_error
INV-0040,INV-0040-image_jpg,invoice,invoice_5,perspective,degraded,jpg,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,1.0,1.2784810126582278,0.8846153846153846,0.9438,High,1,LINE_ITEM_SUM_MISMATCH,5.4255,True
INV-0002,INV-0002-digital_pdf,invoice,invoice_2,clean,clean,digital_pdf,embedded_text,True,invoice,invoice,True,False,1.0,1.0,True,1.0,1.1063829787234043,1.0,0.9116,High,1,LINE_ITEM_SUM_MISMATCH,0.1586,False
INV-0004,INV-0004-digital_pdf,invoice,invoice_4,clean,clean,digital_pdf,embedded_text,True,invoice,invoice,True,False,1.0,1.0,True,1.0,1.1295336787564767,1.096774193548387,0.9116,High,1,LINE_ITEM_SUM_MISMATCH,0.0498,False
INV-0008,INV-0008-digital_pdf,invoice,invoice_3,clean,clean,digital_pdf,embedded_text,True,invoice,invoice,True,False,1.0,1.0,True,0.0,1.0677083333333333,1.0,0.8756,High,1,NO_LINE_ITEMS_FOUND,0.0516,True
INV-0011,INV-0011-digital_pdf,invoice,invoice_1,clean,clean,digital_pdf,embedded_text,True,invoice,invoice,True,False,1.0,1.0,True,1.0,1.3270440251572326,1.2222222222222223,0.9216,High,0,,0.0394,False
INV-0013,INV-0013-digital_pdf,invoice,invoice_3,clean,clean,digital_pdf,embedded_text,True,invoice,invoice,True,False,1.0,1.0,True,1.0,1.3782051282051282,1.1481481481481481,0.9116,High,1,LINE_ITEM_SUM_MISMATCH,0.0837,False
INV-0015,INV-0015-digital_pdf,invoice,invoice_5,clean,clean,digital_pdf,embedded_text,True,invoice,invoice,True,False,1.0,1.0,True,1.0,1.0186915887850467,0.9444444444444444,0.9116,High,1,LINE_ITEM_SUM_MISMATCH,0.042,False
INV-0027,INV-0027-digital_pdf,invoice,invoice_2,clean,clean,digital_pdf,embedded_text,True,invoice,invoice,True,False,1.0,1.0,True,1.0,1.2321428571428572,1.2692307692307692,0.9116,High,1,LINE_ITEM_SUM_MISMATCH,0.023,False
INV-0031,INV-0031-digital_pdf,invoice,invoice_1,clean,clean,digital_pdf,embedded_text,True,invoice,invoice,True,False,1.0,1.0,True,1.0,1.0962566844919786,1.032258064516129,0.9116,High,1,LINE_ITEM_SUM_MISMATCH,0.0508,False
INV-0037,INV-0037-digital_pdf,invoice,invoice_2,clean,clean,digital_pdf,embedded_text,True,invoice,invoice,True,False,1.0,1.0,True,1.0,1.2777777777777777,1.1851851851851851,0.9216,High,0,,0.0367,False
INV-0038,INV-0038-digital_pdf,invoice,invoice_3,clean,clean,digital_pdf,embedded_text,True,invoice,invoice,True,False,1.0,1.0,True,1.0,1.3670886075949367,1.2692307692307692,0.9216,High,0,,0.0442,False
INV-0040,INV-0040-digital_pdf,invoice,invoice_5,clean,clean,digital_pdf,embedded_text,True,invoice,invoice,True,False,1.0,1.0,True,1.0,1.3544303797468353,1.3076923076923077,0.9116,High,1,LINE_ITEM_SUM_MISMATCH,0.0217,False
INV-0002,INV-0002-image_png,invoice,invoice_2,light_noise,degraded,png,ocr,True,invoice,invoice,True,False,1.0,0.6363636363636364,False,1.0,1.053191489361702,0.6875,0.9429,High,1,LINE_ITEM_SUM_MISMATCH,6.498,True
INV-0004,INV-0004-image_png,invoice,invoice_4,lower_contrast,degraded,png,ocr,True,invoice,invoice,True,False,1.0,0.6363636363636364,False,1.0,1.077720207253886,0.8387096774193549,0.9444,High,1,LINE_ITEM_SUM_MISMATCH,5.3701,True
INV-0008,INV-0008-image_png,invoice,invoice_3,slight_rotation,degraded,png,ocr,True,invoice,invoice,True,False,0.8,0.6363636363636364,False,0.0,1.2083333333333333,0.9032258064516129,0.9061,High,1,NO_LINE_ITEMS_FOUND,5.0394,True
INV-0011,INV-0011-image_png,invoice,invoice_1,lower_contrast,degraded,png,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,0.8,1.2767295597484276,0.9259259259259259,0.9433,High,1,LINE_ITEM_SUM_MISMATCH,4.898,True
INV-0013,INV-0013-image_png,invoice,invoice_3,mild_blur,degraded,png,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,1.0,1.3076923076923077,0.7407407407407407,0.9431,High,1,LINE_ITEM_SUM_MISMATCH,4.473,True
INV-0015,INV-0015-image_png,invoice,invoice_5,slight_rotation,degraded,png,ocr,True,invoice,invoice,True,False,0.8,0.6363636363636364,False,0.888888888888889,1.1495327102803738,0.8333333333333334,0.9525,High,0,,6.6049,True
INV-0027,INV-0027-image_png,invoice,invoice_2,mild_blur,degraded,png,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,0.5,1.1904761904761905,0.9230769230769231,0.943,High,1,LINE_ITEM_SUM_MISMATCH,6.382,True
INV-0031,INV-0031-image_png,invoice,invoice_1,perspective,degraded,png,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,1.0,1.0374331550802138,0.7096774193548387,0.9306,High,1,LINE_ITEM_SUM_MISMATCH,6.7785,True
INV-0037,INV-0037-image_png,invoice,invoice_2,light_noise,degraded,png,ocr,True,invoice,invoice,True,False,1.0,0.6363636363636364,False,0.8,1.2160493827160495,0.7777777777777778,0.9441,High,1,LINE_ITEM_SUM_MISMATCH,6.5799,True
INV-0038,INV-0038-image_png,invoice,invoice_3,perspective,degraded,png,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,0.8,1.3101265822784811,0.9230769230769231,0.9438,High,1,LINE_ITEM_SUM_MISMATCH,6.1246,True
INV-0040,INV-0040-image_png,invoice,invoice_5,jpeg_compression,degraded,png,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,1.0,1.2784810126582278,0.9230769230769231,0.929,High,1,LINE_ITEM_SUM_MISMATCH,6.5171,True
RCT-0002,RCT-0002-image_jpg,receipt,receipt_2,jpeg_compression,degraded,jpg,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,1.031496062992126,0.5714285714285714,0.9251,High,0,,7.8631,True
RCT-0004,RCT-0004-image_jpg,receipt,receipt_4,mild_shadow,degraded,jpg,ocr,True,receipt,receipt,True,False,1.0,1.0,True,0.0,1.0793650793650793,1.0,0.8746,High,1,NO_LINE_ITEMS_FOUND,6.5796,True
RCT-0006,RCT-0006-image_jpg,receipt,receipt_2,light_noise,degraded,jpg,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,0.717391304347826,0.40625,0.9271,High,0,,9.1226,True
RCT-0010,RCT-0010-image_jpg,receipt,receipt_2,mild_blur,degraded,jpg,ocr,True,receipt,receipt,True,False,1.0,0.75,False,1.0,0.9854014598540146,0.7619047619047619,0.9277,High,0,,6.1811,True
RCT-0014,RCT-0014-image_jpg,receipt,receipt_2,perspective,degraded,jpg,ocr,True,receipt,receipt,True,False,1.0,0.875,False,0.33333333333333337,0.6121495327102804,0.3333333333333333,0.9174,High,1,LINE_ITEM_SUM_MISMATCH,8.133,True
RCT-0021,RCT-0021-image_jpg,receipt,receipt_1,perspective,degraded,jpg,ocr,True,receipt,receipt,True,False,1.0,0.875,False,0.6666666666666666,0.9851851851851852,0.6666666666666666,0.9165,High,1,LINE_ITEM_SUM_MISMATCH,7.0536,True
RCT-0022,RCT-0022-image_jpg,receipt,receipt_2,lower_contrast,degraded,jpg,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,0.7431693989071039,0.625,0.9266,High,0,,5.0672,True
RCT-0025,RCT-0025-image_jpg,receipt,receipt_1,mild_shadow,degraded,jpg,ocr,True,receipt,receipt,True,False,1.0,0.75,False,0.888888888888889,0.6497695852534562,0.5833333333333334,0.9124,High,1,LINE_ITEM_SUM_MISMATCH,6.9627,True
RCT-0028,RCT-0028-image_jpg,receipt,receipt_4,perspective,degraded,jpg,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,0.5934579439252337,0.3333333333333333,0.9271,High,0,,6.5428,True
RCT-0030,RCT-0030-image_jpg,receipt,receipt_2,jpeg_compression,degraded,jpg,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,0.75,0.53125,0.9266,High,0,,6.2034,True
RCT-0002,RCT-0002-digital_pdf,receipt,receipt_2,clean,clean,digital_pdf,embedded_text,True,receipt,receipt,True,False,1.0,1.0,True,1.0,1.1023622047244095,1.0,0.9141,High,0,,0.1639,False
RCT-0004,RCT-0004-digital_pdf,receipt,receipt_4,clean,clean,digital_pdf,embedded_text,True,receipt,receipt,True,False,1.0,1.0,True,1.0,1.0793650793650793,1.0,0.9141,High,0,,0.0558,False
RCT-0006,RCT-0006-digital_pdf,receipt,receipt_2,clean,clean,digital_pdf,embedded_text,True,receipt,receipt,True,False,1.0,1.0,True,1.0,0.7608695652173914,0.65625,0.9141,High,0,,0.0425,False
RCT-0010,RCT-0010-digital_pdf,receipt,receipt_2,clean,clean,digital_pdf,embedded_text,True,receipt,receipt,True,False,1.0,1.0,True,1.0,1.0218978102189782,1.0,0.9141,High,0,,0.0637,False
RCT-0014,RCT-0014-digital_pdf,receipt,receipt_2,clean,clean,digital_pdf,embedded_text,True,receipt,receipt,True,False,1.0,1.0,True,0.33333333333333337,0.6542056074766355,0.5833333333333334,0.9041,High,1,LINE_ITEM_SUM_MISMATCH,0.0698,True
RCT-0021,RCT-0021-digital_pdf,receipt,receipt_1,clean,clean,digital_pdf,embedded_text,True,receipt,receipt,True,False,1.0,1.0,True,1.0,1.0296296296296297,1.0,0.9141,High,0,,0.0507,False
RCT-0022,RCT-0022-digital_pdf,receipt,receipt_2,clean,clean,digital_pdf,embedded_text,True,receipt,receipt,True,False,1.0,1.0,True,1.0,0.7650273224043715,0.65625,0.9141,High,0,,0.048,False
RCT-0025,RCT-0025-digital_pdf,receipt,receipt_1,clean,clean,digital_pdf,embedded_text,True,receipt,receipt,True,False,1.0,1.0,True,0.888888888888889,0.6405529953917051,0.5833333333333334,0.9041,High,1,LINE_ITEM_SUM_MISMATCH,0.0566,True
RCT-0028,RCT-0028-digital_pdf,receipt,receipt_4,clean,clean,digital_pdf,embedded_text,True,receipt,receipt,True,False,1.0,1.0,True,1.0,0.6355140186915887,0.5833333333333334,0.9141,High,0,,0.0538,False
RCT-0030,RCT-0030-digital_pdf,receipt,receipt_2,clean,clean,digital_pdf,embedded_text,True,receipt,receipt,True,False,1.0,1.0,True,1.0,0.7777777777777778,0.65625,0.9141,High,0,,0.1212,False
RCT-0002,RCT-0002-image_png,receipt,receipt_2,mild_shadow,degraded,png,ocr,True,receipt,receipt,True,False,0.8,0.875,False,0.0,1.1181102362204725,1.0476190476190477,0.8742,High,1,NO_LINE_ITEMS_FOUND,4.1834,True
RCT-0004,RCT-0004-image_png,receipt,receipt_4,light_noise,degraded,png,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,1.007936507936508,0.5714285714285714,0.9265,High,0,,7.4117,True
RCT-0006,RCT-0006-image_png,receipt,receipt_2,lower_contrast,degraded,png,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,0.717391304347826,0.40625,0.9272,High,0,,5.4052,True
RCT-0010,RCT-0010-image_png,receipt,receipt_2,slight_rotation,degraded,png,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,0.9562043795620438,0.5714285714285714,0.9274,High,0,,6.6024,True
RCT-0014,RCT-0014-image_png,receipt,receipt_2,jpeg_compression,degraded,png,ocr,True,receipt,receipt,True,False,1.0,0.875,False,0.33333333333333337,0.6121495327102804,0.3333333333333333,0.9163,High,1,LINE_ITEM_SUM_MISMATCH,7.6701,True
RCT-0021,RCT-0021-image_png,receipt,receipt_1,jpeg_compression,degraded,png,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,0.9629629629629629,0.5714285714285714,0.9249,High,0,,7.9426,True
RCT-0022,RCT-0022-image_png,receipt,receipt_2,mild_blur,degraded,png,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,0.73224043715847,0.53125,0.9281,High,0,,5.3658,True
RCT-0025,RCT-0025-image_png,receipt,receipt_1,light_noise,degraded,png,ocr,True,receipt,receipt,True,False,1.0,0.875,False,0.888888888888889,0.5990783410138248,0.3333333333333333,0.9171,High,1,LINE_ITEM_SUM_MISMATCH,8.0126,True
RCT-0028,RCT-0028-image_png,receipt,receipt_4,jpeg_compression,degraded,png,ocr,True,receipt,receipt,True,False,1.0,0.75,False,1.0,0.602803738317757,0.3611111111111111,0.9268,High,0,,7.1058,True
RCT-0030,RCT-0030-image_png,receipt,receipt_2,mild_shadow,degraded,png,ocr,True,receipt,receipt,True,False,0.8,0.875,False,0.0,0.7888888888888889,0.6875,0.8773,High,1,NO_LINE_ITEMS_FOUND,3.7618,True
INV-0002,INV-0002-scanned_pdf,invoice,invoice_2,jpeg_compression,degraded,scanned_pdf,ocr,True,invoice,invoice,True,False,1.0,0.6363636363636364,False,0.8571428571428571,1.074468085106383,0.8125,0.9297,High,1,LINE_ITEM_SUM_MISMATCH,9.4055,True
INV-0004,INV-0004-scanned_pdf,invoice,invoice_4,mild_shadow,degraded,scanned_pdf,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,0.0,1.0569948186528497,0.7741935483870968,0.9061,High,1,NO_LINE_ITEMS_FOUND,6.3784,True
INV-0008,INV-0008-scanned_pdf,invoice,invoice_3,lower_contrast,degraded,scanned_pdf,ocr,True,invoice,invoice,True,False,1.0,0.6363636363636364,False,0.0,1.0260416666666667,0.7419354838709677,0.8931,High,1,NO_LINE_ITEMS_FOUND,6.626,True
INV-0011,INV-0011-scanned_pdf,invoice,invoice_1,mild_shadow,degraded,scanned_pdf,ocr,True,invoice,invoice,True,False,0.6,0.5454545454545454,False,1.0,1.3081761006289307,1.0740740740740742,0.9439,High,0,,5.0856,True
INV-0013,INV-0013-scanned_pdf,invoice,invoice_3,light_noise,degraded,scanned_pdf,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,1.0,1.3076923076923077,0.8518518518518519,0.9427,High,1,LINE_ITEM_SUM_MISMATCH,7.4229,True
INV-0015,INV-0015-scanned_pdf,invoice,invoice_5,lower_contrast,degraded,scanned_pdf,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,1.0,0.9626168224299065,0.6666666666666666,0.929,High,1,LINE_ITEM_SUM_MISMATCH,6.3907,True
INV-0027,INV-0027-scanned_pdf,invoice,invoice_2,light_noise,degraded,scanned_pdf,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,1.0,1.1666666666666667,0.9230769230769231,0.9425,High,1,LINE_ITEM_SUM_MISMATCH,7.2774,True
INV-0031,INV-0031-scanned_pdf,invoice,invoice_1,mild_blur,degraded,scanned_pdf,ocr,True,invoice,invoice,True,False,1.0,0.6363636363636364,False,1.0,1.0427807486631016,0.7096774193548387,0.9297,High,1,LINE_ITEM_SUM_MISMATCH,5.7861,True
INV-0037,INV-0037-scanned_pdf,invoice,invoice_2,jpeg_compression,degraded,scanned_pdf,ocr,True,invoice,invoice,True,False,1.0,0.7272727272727273,False,1.0,1.2160493827160495,0.8888888888888888,0.939,High,0,,6.3738,True
INV-0038,INV-0038-scanned_pdf,invoice,invoice_3,mild_blur,degraded,scanned_pdf,ocr,True,invoice,invoice,True,False,1.0,0.6363636363636364,False,0.8,1.3101265822784811,0.8846153846153846,0.9294,High,1,LINE_ITEM_SUM_MISMATCH,6.0345,True
INV-0040,INV-0040-scanned_pdf,invoice,invoice_5,slight_rotation,degraded,scanned_pdf,ocr,True,invoice,invoice,True,False,0.8,0.6363636363636364,False,0.8,1.4113924050632911,0.9230769230769231,0.9371,High,0,,5.5414,True
RCT-0002,RCT-0002-scanned_pdf,receipt,receipt_2,perspective,degraded,scanned_pdf,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,1.031496062992126,0.5714285714285714,0.9258,High,0,,3.6279,True
RCT-0004,RCT-0004-scanned_pdf,receipt,receipt_4,jpeg_compression,degraded,scanned_pdf,ocr,True,receipt,receipt,True,False,1.0,0.75,False,1.0,1.0238095238095237,0.6190476190476191,0.9254,High,0,,5.0004,True
RCT-0006,RCT-0006-scanned_pdf,receipt,receipt_2,mild_shadow,degraded,scanned_pdf,ocr,True,receipt,receipt,True,False,0.6,0.75,False,1.0,0.8097826086956522,0.71875,0.915,High,0,,4.8575,True
RCT-0010,RCT-0010-scanned_pdf,receipt,receipt_2,lower_contrast,degraded,scanned_pdf,ocr,True,receipt,receipt,True,False,0.8,0.75,False,1.0,1.0,0.7142857142857143,0.9238,High,0,,4.1175,True
RCT-0014,RCT-0014-scanned_pdf,receipt,receipt_2,slight_rotation,degraded,scanned_pdf,ocr,True,receipt,receipt,True,False,1.0,0.875,False,0.33333333333333337,0.6121495327102804,0.3333333333333333,0.9159,High,1,LINE_ITEM_SUM_MISMATCH,4.5785,True
RCT-0021,RCT-0021-scanned_pdf,receipt,receipt_1,slight_rotation,degraded,scanned_pdf,ocr,True,receipt,receipt,True,False,1.0,0.875,False,0.6666666666666666,0.9777777777777777,0.6666666666666666,0.9164,High,1,LINE_ITEM_SUM_MISMATCH,4.3044,True
RCT-0022,RCT-0022-scanned_pdf,receipt,receipt_2,light_noise,degraded,scanned_pdf,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,0.7486338797814208,0.65625,0.9271,High,0,,5.0395,True
RCT-0025,RCT-0025-scanned_pdf,receipt,receipt_1,jpeg_compression,degraded,scanned_pdf,ocr,True,receipt,receipt,True,False,1.0,0.75,False,0.888888888888889,0.6082949308755761,0.3888888888888889,0.9165,High,1,LINE_ITEM_SUM_MISMATCH,5.7467,True
RCT-0028,RCT-0028-scanned_pdf,receipt,receipt_4,slight_rotation,degraded,scanned_pdf,ocr,True,receipt,receipt,True,False,1.0,0.75,False,1.0,0.6121495327102804,0.4444444444444444,0.9262,High,0,,4.3303,True
RCT-0030,RCT-0030-scanned_pdf,receipt,receipt_2,perspective,degraded,scanned_pdf,ocr,True,receipt,receipt,True,False,1.0,0.875,False,1.0,0.7388888888888889,0.46875,0.9261,High,0,,3.9078,True
